,Area_Name,Year,Group_Name,Sub_Group_Name,Auto_Theft_Coordinated/Traced,Auto_Theft_Recovered,Auto_Theft_Stolen
294,Meghalaya,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,3.0,7.0,99
295,Mizoram,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,26.0,26.0,33
297,Odisha,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,108.0,571.0,2081
298,Puducherry,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,77.0,243.0,487
299,Punjab,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,215.0,764.0,1746
300,Rajasthan,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,374.0,1507.0,9787
302,Tamil Nadu,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,2800.0,3571.0,4865
304,Uttar Pradesh,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,212.0,1718.0,11181
306,West Bengal,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,265.0,477.0,3034
308,Andhra Pradesh,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,648.0,4298.0,6116
309,Arunachal Pradesh,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,3.0,44.0,133
310,Assam,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,26.0,126.0,458
311,Bihar,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,5.0,324.0,3575
312,Chandigarh,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,178.0,536
313,Chhattisgarh,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,508.0,1848
315,Daman & Diu,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,9.0,25
316,Delhi,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,58.0,1225.0,9085
317,Goa,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,7.0,125.0,337
318,Gujarat,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,724.0,2122.0,8403
319,Haryana,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,513.0,2248.0,8687
320,Himachal Pradesh,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,48.0,137
321,Jammu & Kashmir,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,5.0,94.0,510
322,Jharkhand,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,27.0,373.0,2268
323,Karnataka,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,263.0,2732.0,9001
324,Kerala,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,2.0,495.0,1142
325,Madhya Pradesh,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,196.0,2339.0,10870
326,Maharashtra,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,932.0,3791.0,15126
327,Manipur,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,12.0,12.0,236
328,Meghalaya,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,21.0,99
329,Mizoram,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,30.0,30.0,38
330,Nagaland,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0.0,12.0,140
331,Odisha,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,4.0,673.0,2250
332,Puducherry,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,156.0,156.0,371
333,Punjab,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,390.0,812.0,1572
334,Rajasthan,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,791.0,1715.0,11199
336,Tamil Nadu,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,2368.0,3234.0,4791
338,Uttar Pradesh,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,394.0,1921.0,13168
340,West Bengal,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,41.0,491.0,3539
341,Andhra Pradesh,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,31.0,124.0,309
342,Arunachal Pradesh,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,6.0,9
343,Assam,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,4.0,15
344,Bihar,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,7.0,43.0,175
345,Chandigarh,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,90.0,206
346,Chhattisgarh,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,3.0,47.0,105
348,Delhi,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,113.0,1151.0,4075
349,Goa,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,2.0,16.0,23
350,Gujarat,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,36.0,130.0,460
351,Haryana,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,32.0,457.0,843
352,Himachal Pradesh,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,4.0,60.0,87
353,Jammu & Kashmir,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,55.0,169
354,Jharkhand,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,3.0,7.0,16
355,Karnataka,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,43.0,183.0,597
356,Kerala,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,17.0,132.0,499
358,Maharashtra,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,466.0,595.0,1960
360,Meghalaya,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,4.0,20
361,Mizoram,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,1.0,5.0,5
362,Nagaland,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,14.0,64
363,Odisha,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,15.0,43
364,Puducherry,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,1.0,1.0,3
365,Punjab,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,94.0,184.0,502
366,Rajasthan,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,11.0,160.0,570
368,Tamil Nadu,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,126.0,197
369,Uttar Pradesh,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,18.0,366.0,1565
371,West Bengal,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,251.0,499
372,Andhra Pradesh,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,117.0,190
374,Assam,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,7.0,22
375,Bihar,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,6.0,57.0,122
376,Chandigarh,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,101.0,286
377,Chhattisgarh,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,45.0,128
378,Dadra & Nagar Haveli,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,1.0,6
379,Daman & Diu,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,3.0,4
380,Delhi,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,102.0,880.0,3632
381,Goa,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,5.0,8
382,Gujarat,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,29.0,172.0,565
383,Haryana,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,410.0,780
384,Himachal Pradesh,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,8.0,41.0,67
385,Jammu & Kashmir,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,3.0,95.0,308
387,Karnataka,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,32.0,153.0,523
388,Kerala,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,10.0,207.0,623
389,Madhya Pradesh,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,3.0,126.0,318
390,Maharashtra,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,68.0,497.0,1931
391,Manipur,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,4.0,16
392,Meghalaya,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,4.0,20
394,Nagaland,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,6.0,50
395,Odisha,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,4.0,19.0,45
397,Punjab,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,171.0,236.0,477
398,Rajasthan,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,19.0,178.0,594
400,Tamil Nadu,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,2.0,120.0,158
402,Uttar Pradesh,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,2.0,440.0,1385
404,West Bengal,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,64.0,211.0,586
406,Andhra Pradesh,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,2.0,127.0,366
407,Arunachal Pradesh,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,1.0,1
408,Assam,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,67.0,210
409,Bihar,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,7.0,32.0,118
411,Chhattisgarh,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,45.0,101
413,Daman & Diu,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,1.0,1
414,Delhi,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,184.0,625.0,3626
416,Gujarat,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,52.0,370.0,661
417,Haryana,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,33.0,363.0,784
418,Himachal Pradesh,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,1.0,48.0,92
419,Jammu & Kashmir,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,2.0,53.0,206
420,Jharkhand,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,66.0,191
421,Karnataka,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,1.0,116.0,351
424,Maharashtra,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,170.0,446.0,1855
426,Meghalaya,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,9.0,61
428,Nagaland,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,4.0,15
429,Odisha,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,4.0,22.0,66
431,Punjab,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,105.0,169.0,457
432,Rajasthan,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,23.0,186.0,665
434,Tamil Nadu,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,54.0,109.0,166
436,Uttar Pradesh,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,1.0,400.0,1162
438,West Bengal,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,115.0,168.0,392
439,Andhra Pradesh,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,38.0,182.0,414
440,Arunachal Pradesh,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,0.0,0
442,Bihar,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,32.0,185
443,Chandigarh,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,98.0,289
444,Chhattisgarh,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,22.0,56
447,Delhi,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,178.0,647.0,3850
449,Gujarat,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,46.0,217.0,596
451,Himachal Pradesh,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,6.0,45.0,108
452,Jammu & Kashmir,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,3.0,46.0,179
454,Karnataka,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,1.0,203.0,872
456,Madhya Pradesh,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,10.0,160.0,484
457,Maharashtra,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,44.0,564.0,2136
458,Manipur,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,0.0,2
459,Meghalaya,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,23.0,91
460,Mizoram,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,0.0,0
461,Nagaland,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,11.0,10.0,49
462,Odisha,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,4.0,13.0,21
464,Punjab,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,108.0,160.0,440
465,Rajasthan,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,13.0,266.0,859
467,Tamil Nadu,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,71.0,95.0,128
469,Uttar Pradesh,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,60.0,343.0,1793
471,West Bengal,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,104.0,250
472,Andhra Pradesh,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,126.0,347
473,Arunachal Pradesh,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,1.0,2
474,Assam,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,3.0,72.0,247
475,Bihar,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,21.0,83
476,Chandigarh,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,64.0,201
477,Chhattisgarh,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,47.0,83
480,Delhi,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,85.0,784.0,3515
481,Goa,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,9.0,31
482,Gujarat,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,34.0,158.0,629
483,Haryana,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,391.0,1142
484,Himachal Pradesh,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,40.0,67
485,Jammu & Kashmir,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,4.0,33.0,164
486,Jharkhand,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,3.0,27.0,251
487,Karnataka,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,8.0,211.0,606
489,Madhya Pradesh,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,225.0,554
490,Maharashtra,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,63.0,378.0,2129
491,Manipur,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,0.0,2
492,Meghalaya,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,14.0,90
493,Mizoram,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,0.0,0
494,Nagaland,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,15.0,71
495,Odisha,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,4.0,19.0,51
496,Puducherry,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,3.0,3.0,9
497,Punjab,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,88.0,147.0,357
498,Rajasthan,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,18.0,247.0,809
500,Tamil Nadu,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,54.0,60.0,93
502,Uttar Pradesh,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,12.0,306.0,1477
504,West Bengal,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,34.0,56.0,176
505,Andhra Pradesh,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,19.0,175.0,434
506,Arunachal Pradesh,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,0.0,0
507,Assam,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,7.0,117.0,409
508,Bihar,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,21.0,49
509,Chandigarh,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,50.0,158
510,Chhattisgarh,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,4.0,39.0,76
511,Dadra & Nagar Haveli,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,1.0,3
513,Delhi,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,88.0,620.0,4066
514,Goa,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,3.0,11.0,43
515,Gujarat,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,34.0,118.0,467
516,Haryana,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,2.0,443.0,1438
517,Himachal Pradesh,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,41.0,48.0,99
518,Jammu & Kashmir,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,5.0,18.0,67
519,Jharkhand,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,10.0,65
520,Karnataka,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,11.0,126.0,503
521,Kerala,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,2.0,107.0,519
522,Madhya Pradesh,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,13.0,145.0,384
523,Maharashtra,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,312.0,541.0,2252
524,Manipur,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,0.0,9
525,Meghalaya,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,6.0,66
526,Mizoram,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,14.0,24
527,Nagaland,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,13.0,16.0,43
528,Odisha,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,15.0,35.0,96
529,Puducherry,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,1.0,5
530,Punjab,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,145.0,142.0,518
531,Rajasthan,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,39.0,225.0,1035
533,Tamil Nadu,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,87.0,93.0,131
535,Uttar Pradesh,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,6.0,390.0,1458
536,Uttarakhand,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,29.0,101
537,West Bengal,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,14.0,92.0,298
538,Andhra Pradesh,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,149.0,298
539,Arunachal Pradesh,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,3.0,4.0,12
540,Assam,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,11.0,101.0,264
541,Bihar,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,22.0,61
542,Chandigarh,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,96.0,357
543,Chhattisgarh,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,40.0,99
546,Delhi,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,49.0,536.0,3613
547,Goa,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,2.0,9.0,32
548,Gujarat,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,64.0,156.0,508
549,Haryana,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,42.0,411.0,1237
550,Himachal Pradesh,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,10.0,37.0,86
551,Jammu & Kashmir,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,35.0,130
553,Karnataka,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,11.0,132.0,546
554,Kerala,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,6.0,148.0,606
555,Madhya Pradesh,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,25.0,177.0,469
556,Maharashtra,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,217.0,467.0,2219
557,Manipur,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,1.0,12
558,Meghalaya,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,3.0,15
559,Mizoram,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,10.0,15
560,Nagaland,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,18.0,9.0,56
561,Odisha,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,3.0,50.0,99
563,Punjab,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,157.0,173.0,577
564,Rajasthan,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,31.0,315.0,1130
566,Tamil Nadu,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,70.0,74.0,100
569,Uttarakhand,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,28.0,28.0,119
570,West Bengal,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,9.0,66.0,328
571,Andhra Pradesh,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,165.0,300
572,Arunachal Pradesh,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,10.0,17
573,Assam,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,7.0,86.0,508
574,Bihar,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,31.0,134
575,Chandigarh,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,108.0,426
576,Chhattisgarh,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,145.0,405
579,Delhi,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,1.0,486.0,4388
581,Gujarat,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,55.0,103.0,593
582,Haryana,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,53.0,434.0,1534
583,Himachal Pradesh,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,18.0,39.0,119
584,Jammu & Kashmir,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,30.0,163
586,Karnataka,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,34.0,234.0,813
587,Kerala,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,13.0,92.0,452
589,Maharashtra,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,86.0,256.0,2459
590,Manipur,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,2.0,4.0,59
591,Meghalaya,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,13.0,53
