,Area_Name,Year,Group_Name,Sub_Group_Name,Trial_of_Violent_Crimes_by_Courts_By_Confession,Trial_of_Violent_Crimes_by_Courts_By_trial,Trial_of_Violent_Crimes_by_Courts_Total
460,Chandigarh,2005,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,7.0,7.0
461,Chhattisgarh,2005,TVC- Attempt to Commit Murder,02. Attempt to Murder,178.0,217.0,395.0
466,Gujarat,2005,TVC- Attempt to Commit Murder,02. Attempt to Murder,3.0,482.0,485.0
467,Haryana,2005,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,449.0,449.0
468,Himachal Pradesh,2005,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,78.0,78.0
469,Jammu & Kashmir,2005,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,198.0,198.0
470,Jharkhand,2005,TVC- Attempt to Commit Murder,02. Attempt to Murder,36.0,884.0,920.0
471,Karnataka,2005,TVC- Attempt to Commit Murder,02. Attempt to Murder,1.0,1742.0,1743.0
472,Kerala,2005,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,292.0,292.0
473,Madhya Pradesh,2005,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,2766.0,2766.0
474,Maharashtra,2005,TVC- Attempt to Commit Murder,02. Attempt to Murder,5.0,1232.0,1237.0
475,Manipur,2005,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,1.0,1.0
476,Meghalaya,2005,TVC- Attempt to Commit Murder,02. Attempt to Murder,1.0,10.0,11.0
477,Mizoram,2005,TVC- Attempt to Commit Murder,02. Attempt to Murder,3.0,3.0,6.0
478,Nagaland,2005,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,59.0,59.0
479,Odisha,2005,TVC- Attempt to Commit Murder,02. Attempt to Murder,54.0,887.0,941.0
481,Punjab,2005,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,323.0,323.0
482,Rajasthan,2005,TVC- Attempt to Commit Murder,02. Attempt to Murder,3.0,1975.0,1978.0
484,Tamil Nadu,2005,TVC- Attempt to Commit Murder,02. Attempt to Murder,23.0,2248.0,2271.0
486,Uttar Pradesh,2005,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,5814.0,5814.0
488,West Bengal,2005,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,263.0,263.0
489,Andhra Pradesh,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,1558.0,1558.0
490,Arunachal Pradesh,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,4.0,4.0
491,Assam,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,4.0,236.0,240.0
492,Bihar,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,41.0,3368.0,3409.0
493,Chandigarh,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,16.0,16.0
494,Chhattisgarh,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,202.0,222.0,424.0
495,Dadra & Nagar Haveli,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,2.0,2.0
496,Daman & Diu,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,1.0,1.0
499,Gujarat,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,5.0,488.0,493.0
501,Himachal Pradesh,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,60.0,60.0
502,Jammu & Kashmir,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,179.0,179.0
503,Jharkhand,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,5.0,1377.0,1382.0
504,Karnataka,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,1256.0,1256.0
507,Maharashtra,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,2.0,906.0,908.0
508,Manipur,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,1.0,1.0
509,Meghalaya,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,11.0,11.0
510,Mizoram,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,26.0,26.0
511,Nagaland,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,9.0,6.0,15.0
512,Odisha,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,798.0,798.0
517,Tamil Nadu,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,11.0,1641.0,1652.0
519,Uttar Pradesh,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,5250.0,5250.0
520,Uttarakhand,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,86.0,86.0
521,West Bengal,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,1.0,448.0,449.0
523,Andhra Pradesh,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,1297.0,1297.0
524,Arunachal Pradesh,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,6.0,6.0
525,Assam,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,6.0,288.0,294.0
526,Bihar,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,3129.0,3129.0
527,Chandigarh,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,13.0,13.0
528,Chhattisgarh,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,161.0,209.0,370.0
533,Gujarat,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,5.0,321.0,326.0
534,Haryana,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,408.0,408.0
535,Himachal Pradesh,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,64.0,64.0
536,Jammu & Kashmir,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,217.0,217.0
537,Jharkhand,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,11.0,1606.0,1617.0
538,Karnataka,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,1.0,1090.0,1091.0
540,Madhya Pradesh,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,2285.0,2285.0
541,Maharashtra,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,3.0,808.0,811.0
542,Manipur,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,2.0,2.0
543,Meghalaya,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,1.0,10.0,11.0
544,Mizoram,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,5.0,5.0
545,Nagaland,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,29.0,29.0
546,Odisha,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,700.0,700.0
551,Tamil Nadu,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,5.0,1763.0,1768.0
555,West Bengal,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,460.0,460.0
557,Andhra Pradesh,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,1424.0,1424.0
558,Arunachal Pradesh,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,1.0,1.0
559,Assam,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,4.0,209.0,213.0
560,Bihar,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,2731.0,2731.0
562,Chhattisgarh,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,178.0,327.0,505.0
567,Gujarat,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,1.0,284.0,285.0
568,Haryana,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,438.0,438.0
569,Himachal Pradesh,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,53.0,53.0
570,Jammu & Kashmir,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,135.0,135.0
571,Jharkhand,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,60.0,760.0,820.0
572,Karnataka,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,16.0,1019.0,1035.0
575,Maharashtra,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,2.0,990.0,992.0
576,Manipur,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,3.0,3.0
577,Meghalaya,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,12.0,12.0
578,Mizoram,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,20.0,5.0,25.0
579,Nagaland,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,9.0,28.0,37.0
580,Odisha,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,790.0,790.0
585,Tamil Nadu,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,3.0,1637.0,1640.0
589,West Bengal,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,481.0,481.0
591,Andhra Pradesh,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,1482.0,1482.0
592,Arunachal Pradesh,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,5.0,5.0
593,Assam,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,3.0,125.0,128.0
594,Bihar,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,2635.0,2635.0
595,Chandigarh,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,14.0,14.0
596,Chhattisgarh,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,171.0,400.0,571.0
601,Gujarat,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,3.0,203.0,206.0
602,Haryana,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,501.0,501.0
603,Himachal Pradesh,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,52.0,52.0
604,Jammu & Kashmir,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,275.0,275.0
605,Jharkhand,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,5.0,869.0,874.0
606,Karnataka,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,88.0,990.0,1078.0
607,Kerala,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,246.0,246.0
608,Madhya Pradesh,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,1773.0,1773.0
609,Maharashtra,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,1.0,782.0,783.0
610,Manipur,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,3.0,3.0
611,Meghalaya,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,16.0,16.0
612,Mizoram,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,5.0,4.0,9.0
613,Nagaland,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,6.0,12.0,18.0
614,Odisha,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,759.0,759.0
616,Punjab,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,2.0,606.0,608.0
618,Tamil Nadu,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,10.0,1316.0,1326.0
619,Tripura,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,1.0,18.0,19.0
622,West Bengal,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,405.0,405.0
623,Andhra Pradesh,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,1224.0,1224.0
624,Arunachal Pradesh,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,2.0,2.0
625,Assam,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,4.0,108.0,112.0
627,Chandigarh,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,21.0,21.0
628,Chhattisgarh,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,161.0,347.0,508.0
630,Daman & Diu,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,4.0,4.0
631,Delhi,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,1.0,388.0,389.0
632,Goa,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,16.0,16.0
633,Gujarat,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,12.0,189.0,201.0
635,Himachal Pradesh,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,26.0,26.0
636,Jammu & Kashmir,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,225.0,225.0
637,Jharkhand,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,4.0,894.0,898.0
638,Karnataka,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,25.0,946.0,971.0
639,Kerala,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,198.0,198.0
641,Maharashtra,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,1147.0,1147.0
642,Manipur,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,0.0,0.0
643,Meghalaya,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,9.0,9.0
644,Mizoram,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,2.0,16.0,18.0
645,Nagaland,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,8.0,14.0,22.0
646,Odisha,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,938.0,938.0
648,Punjab,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,655.0,655.0
650,Sikkim,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,2.0,7.0,9.0
651,Tamil Nadu,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,25.0,1772.0,1797.0
652,Tripura,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,1.0,22.0,23.0
655,West Bengal,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,309.0,309.0
657,Andhra Pradesh,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,2.0,88.0,90.0
658,Arunachal Pradesh,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,0.0,0.0
659,Assam,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,1.0,30.0,31.0
660,Bihar,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,253.0,253.0
661,Chandigarh,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,4.0,4.0
662,Chhattisgarh,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,15.0,29.0,44.0
663,Delhi,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,4.0,22.0,26.0
665,Gujarat,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,1.0,1.0
666,Haryana,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,2.0,86.0,88.0
667,Himachal Pradesh,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,10.0,10.0
668,Jammu & Kashmir,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,13.0,13.0
669,Jharkhand,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,2.0,80.0,82.0
670,Karnataka,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,40.0,40.0
671,Kerala,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,1.0,33.0,34.0
673,Maharashtra,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,68.0,68.0
674,Meghalaya,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,1.0,1.0
675,Mizoram,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,1.0,1.0,2.0
676,Nagaland,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,0.0,0.0
677,Odisha,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,41.0,41.0
680,Rajasthan,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,84.0,84.0
681,Sikkim,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,2.0,2.0
683,Uttar Pradesh,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,7.0,1038.0,1045.0
685,West Bengal,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,4.0,378.0,382.0
686,Andaman & Nicobar Islands,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,1.0,1.0
687,Andhra Pradesh,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,112.0,112.0
689,Assam,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,30.0,30.0
690,Bihar,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,250.0,250.0
691,Chandigarh,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,6.0,6.0
692,Chhattisgarh,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,32.0,7.0,39.0
693,Daman & Diu,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,0.0,0.0
694,Delhi,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,24.0,24.0
696,Gujarat,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,6.0,6.0
697,Haryana,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,101.0,101.0
698,Himachal Pradesh,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,1.0,4.0,5.0
699,Jammu & Kashmir,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,8.0,8.0
700,Jharkhand,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,1.0,90.0,91.0
701,Karnataka,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,31.0,31.0
703,Madhya Pradesh,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,133.0,133.0
704,Maharashtra,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,83.0,83.0
705,Meghalaya,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,2.0,2.0
707,Nagaland,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,0.0,0.0
708,Odisha,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,37.0,37.0
710,Punjab,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,59.0,59.0
713,Tamil Nadu,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,17.0,17.0
715,Uttarakhand,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,43.0,43.0
716,West Bengal,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,391.0,391.0
717,Andhra Pradesh,2003,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,126.0,126.0
718,Arunachal Pradesh,2003,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,0.0,0.0
719,Assam,2003,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,1.0,23.0,24.0
720,Bihar,2003,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,212.0,212.0
721,Chandigarh,2003,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,2.0,2.0
722,Chhattisgarh,2003,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,22.0,22.0
724,Daman & Diu,2003,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,0.0,0.0
727,Gujarat,2003,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,9.0,9.0
728,Haryana,2003,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,93.0,93.0
729,Himachal Pradesh,2003,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,7.0,7.0
730,Jammu & Kashmir,2003,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,10.0,10.0
731,Jharkhand,2003,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,1.0,96.0,97.0
732,Karnataka,2003,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,42.0,42.0
735,Maharashtra,2003,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,63.0,63.0
736,Meghalaya,2003,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,1.0,1.0
737,Mizoram,2003,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,1.0,2.0,3.0
738,Nagaland,2003,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,5.0,5.0
739,Odisha,2003,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,97.0,97.0
740,Punjab,2003,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,73.0,73.0
743,Tamil Nadu,2003,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,30.0,30.0
746,Uttarakhand,2003,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,42.0,42.0
747,West Bengal,2003,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,4.0,423.0,427.0
749,Andhra Pradesh,2004,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,195.0,195.0
750,Arunachal Pradesh,2004,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,2.0,2.0
751,Assam,2004,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,2.0,29.0,31.0
752,Bihar,2004,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,161.0,161.0
753,Chandigarh,2004,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,4.0,4.0
754,Chhattisgarh,2004,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,3.0,30.0,33.0
757,Gujarat,2004,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,6.0,6.0
759,Himachal Pradesh,2004,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,8.0,8.0
761,Jharkhand,2004,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,3.0,94.0,97.0
762,Karnataka,2004,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,60.0,60.0
763,Kerala,2004,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,113.0,113.0
765,Maharashtra,2004,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,59.0,59.0
766,Manipur,2004,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,0.0,0.0
767,Meghalaya,2004,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,0.0,0.0
768,Mizoram,2004,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,2.0,8.0,10.0
769,Nagaland,2004,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,6.0,2.0,8.0
770,Odisha,2004,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,74.0,74.0
772,Punjab,2004,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,33.0,41.0,74.0
775,Tamil Nadu,2004,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,14.0,14.0
777,Uttar Pradesh,2004,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,1341.0,1341.0
779,West Bengal,2004,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,2.0,293.0,295.0
781,Andhra Pradesh,2005,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,98.0,98.0
782,Arunachal Pradesh,2005,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,0.0,0.0
783,Assam,2005,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,1.0,33.0,34.0
784,Bihar,2005,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,222.0,222.0
785,Chandigarh,2005,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,0.0,0.0
786,Chhattisgarh,2005,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,8.0,34.0,42.0
789,Gujarat,2005,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,11.0,11.0
790,Haryana,2005,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,63.0,63.0
791,Himachal Pradesh,2005,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,6.0,6.0
792,Jammu & Kashmir,2005,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,14.0,14.0
793,Jharkhand,2005,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,2.0,107.0,109.0
794,Karnataka,2005,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,1.0,61.0,62.0
797,Maharashtra,2005,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,96.0,96.0
798,Manipur,2005,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,0.0,0.0
799,Meghalaya,2005,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,2.0,2.0
800,Mizoram,2005,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,2.0,2.0
801,Nagaland,2005,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,6.0,6.0
802,Odisha,2005,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,46.0,46.0
804,Punjab,2005,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,65.0,65.0
808,Uttar Pradesh,2005,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,1346.0,1346.0
810,West Bengal,2005,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,300.0,300.0
811,Andhra Pradesh,2006,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,141.0,141.0
812,Arunachal Pradesh,2006,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,0.0,0.0
813,Assam,2006,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,2.0,66.0,68.0
814,Bihar,2006,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,30.0,276.0,306.0
815,Chandigarh,2006,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,6.0,6.0
816,Chhattisgarh,2006,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,8.0,14.0,22.0
817,Dadra & Nagar Haveli,2006,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,0.0,0.0
820,Gujarat,2006,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,1.0,15.0,16.0
822,Himachal Pradesh,2006,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,9.0,9.0
823,Jammu & Kashmir,2006,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,29.0,29.0
