,Area_Name,Year,Group_Name,Sub_Group_Name,Trial_of_Violent_Crimes_by_Courts_By_Confession,Trial_of_Violent_Crimes_by_Courts_By_trial,Trial_of_Violent_Crimes_by_Courts_Total
3281,Haryana,2005,TVC- Rape,04. Rape,0.0,325.0,325.0
3282,Himachal Pradesh,2005,TVC- Rape,04. Rape,0.0,145.0,145.0
3283,Jammu & Kashmir,2005,TVC- Rape,04. Rape,0.0,116.0,116.0
3284,Jharkhand,2005,TVC- Rape,04. Rape,28.0,500.0,528.0
3285,Karnataka,2005,TVC- Rape,04. Rape,1.0,370.0,371.0
3288,Maharashtra,2005,TVC- Rape,04. Rape,4.0,1164.0,1168.0
3289,Manipur,2005,TVC- Rape,04. Rape,0.0,1.0,1.0
3290,Meghalaya,2005,TVC- Rape,04. Rape,0.0,3.0,3.0
3291,Mizoram,2005,TVC- Rape,04. Rape,3.0,17.0,20.0
3292,Nagaland,2005,TVC- Rape,04. Rape,0.0,25.0,25.0
3293,Odisha,2005,TVC- Rape,04. Rape,0.0,559.0,559.0
3295,Punjab,2005,TVC- Rape,04. Rape,0.0,242.0,242.0
3298,Tamil Nadu,2005,TVC- Rape,04. Rape,1.0,609.0,610.0
3300,Uttar Pradesh,2005,TVC- Rape,04. Rape,0.0,1288.0,1288.0
3302,West Bengal,2005,TVC- Rape,04. Rape,0.0,547.0,547.0
3304,Andhra Pradesh,2006,TVC- Rape,04. Rape,0.0,850.0,850.0
3305,Arunachal Pradesh,2006,TVC- Rape,04. Rape,0.0,2.0,2.0
3306,Assam,2006,TVC- Rape,04. Rape,15.0,571.0,586.0
3307,Bihar,2006,TVC- Rape,04. Rape,25.0,831.0,856.0
3308,Chandigarh,2006,TVC- Rape,04. Rape,0.0,17.0,17.0
3309,Chhattisgarh,2006,TVC- Rape,04. Rape,237.0,476.0,713.0
3310,Dadra & Nagar Haveli,2006,TVC- Rape,04. Rape,0.0,5.0,5.0
3311,Daman & Diu,2006,TVC- Rape,04. Rape,0.0,3.0,3.0
3312,Delhi,2006,TVC- Rape,04. Rape,0.0,608.0,608.0
3314,Gujarat,2006,TVC- Rape,04. Rape,3.0,204.0,207.0
3316,Himachal Pradesh,2006,TVC- Rape,04. Rape,0.0,102.0,102.0
3317,Jammu & Kashmir,2006,TVC- Rape,04. Rape,0.0,121.0,121.0
3318,Jharkhand,2006,TVC- Rape,04. Rape,3.0,836.0,839.0
3319,Karnataka,2006,TVC- Rape,04. Rape,0.0,339.0,339.0
3322,Maharashtra,2006,TVC- Rape,04. Rape,1.0,1046.0,1047.0
3323,Manipur,2006,TVC- Rape,04. Rape,0.0,1.0,1.0
3324,Meghalaya,2006,TVC- Rape,04. Rape,1.0,13.0,14.0
3325,Mizoram,2006,TVC- Rape,04. Rape,0.0,74.0,74.0
3326,Nagaland,2006,TVC- Rape,04. Rape,6.0,6.0,12.0
3327,Odisha,2006,TVC- Rape,04. Rape,0.0,500.0,500.0
3332,Tamil Nadu,2006,TVC- Rape,04. Rape,0.0,466.0,466.0
3334,Uttar Pradesh,2006,TVC- Rape,04. Rape,0.0,1238.0,1238.0
3335,Uttarakhand,2006,TVC- Rape,04. Rape,0.0,97.0,97.0
3336,West Bengal,2006,TVC- Rape,04. Rape,13.0,871.0,884.0
3338,Andhra Pradesh,2007,TVC- Rape,04. Rape,0.0,962.0,962.0
3339,Arunachal Pradesh,2007,TVC- Rape,04. Rape,0.0,7.0,7.0
3340,Assam,2007,TVC- Rape,04. Rape,19.0,638.0,657.0
3341,Bihar,2007,TVC- Rape,04. Rape,0.0,826.0,826.0
3342,Chandigarh,2007,TVC- Rape,04. Rape,0.0,19.0,19.0
3343,Chhattisgarh,2007,TVC- Rape,04. Rape,162.0,506.0,668.0
3345,Daman & Diu,2007,TVC- Rape,04. Rape,0.0,2.0,2.0
3348,Gujarat,2007,TVC- Rape,04. Rape,9.0,191.0,200.0
3349,Haryana,2007,TVC- Rape,04. Rape,0.0,374.0,374.0
3350,Himachal Pradesh,2007,TVC- Rape,04. Rape,0.0,83.0,83.0
3351,Jammu & Kashmir,2007,TVC- Rape,04. Rape,0.0,137.0,137.0
3352,Jharkhand,2007,TVC- Rape,04. Rape,2.0,851.0,853.0
3353,Karnataka,2007,TVC- Rape,04. Rape,0.0,294.0,294.0
3355,Madhya Pradesh,2007,TVC- Rape,04. Rape,0.0,2638.0,2638.0
3356,Maharashtra,2007,TVC- Rape,04. Rape,1.0,904.0,905.0
3357,Manipur,2007,TVC- Rape,04. Rape,0.0,2.0,2.0
3358,Meghalaya,2007,TVC- Rape,04. Rape,0.0,15.0,15.0
3359,Mizoram,2007,TVC- Rape,04. Rape,0.0,35.0,35.0
3360,Nagaland,2007,TVC- Rape,04. Rape,0.0,28.0,28.0
3361,Odisha,2007,TVC- Rape,04. Rape,0.0,609.0,609.0
3363,Punjab,2007,TVC- Rape,04. Rape,0.0,275.0,275.0
3366,Tamil Nadu,2007,TVC- Rape,04. Rape,0.0,398.0,398.0
3370,West Bengal,2007,TVC- Rape,04. Rape,0.0,838.0,838.0
3372,Andhra Pradesh,2008,TVC- Rape,04. Rape,0.0,812.0,812.0
3373,Arunachal Pradesh,2008,TVC- Rape,04. Rape,0.0,2.0,2.0
3374,Assam,2008,TVC- Rape,04. Rape,11.0,577.0,588.0
3375,Bihar,2008,TVC- Rape,04. Rape,0.0,729.0,729.0
3377,Chhattisgarh,2008,TVC- Rape,04. Rape,208.0,678.0,886.0
3382,Gujarat,2008,TVC- Rape,04. Rape,3.0,210.0,213.0
3383,Haryana,2008,TVC- Rape,04. Rape,0.0,454.0,454.0
3384,Himachal Pradesh,2008,TVC- Rape,04. Rape,0.0,116.0,116.0
3385,Jammu & Kashmir,2008,TVC- Rape,04. Rape,0.0,141.0,141.0
3386,Jharkhand,2008,TVC- Rape,04. Rape,39.0,591.0,630.0
3387,Karnataka,2008,TVC- Rape,04. Rape,11.0,325.0,336.0
3391,Maharashtra,2008,TVC- Rape,04. Rape,2.0,1047.0,1049.0
3392,Manipur,2008,TVC- Rape,04. Rape,0.0,0.0,0.0
3393,Meghalaya,2008,TVC- Rape,04. Rape,2.0,24.0,26.0
3394,Mizoram,2008,TVC- Rape,04. Rape,12.0,80.0,92.0
3395,Nagaland,2008,TVC- Rape,04. Rape,1.0,14.0,15.0
3396,Odisha,2008,TVC- Rape,04. Rape,0.0,645.0,645.0
3399,Rajasthan,2008,TVC- Rape,04. Rape,1.0,662.0,663.0
3401,Tamil Nadu,2008,TVC- Rape,04. Rape,0.0,432.0,432.0
3405,West Bengal,2008,TVC- Rape,04. Rape,0.0,905.0,905.0
3407,Andhra Pradesh,2009,TVC- Rape,04. Rape,0.0,967.0,967.0
3408,Arunachal Pradesh,2009,TVC- Rape,04. Rape,0.0,5.0,5.0
3409,Assam,2009,TVC- Rape,04. Rape,13.0,486.0,499.0
3410,Bihar,2009,TVC- Rape,04. Rape,0.0,738.0,738.0
3411,Chandigarh,2009,TVC- Rape,04. Rape,0.0,28.0,28.0
3412,Chhattisgarh,2009,TVC- Rape,04. Rape,219.0,612.0,831.0
3416,Gujarat,2009,TVC- Rape,04. Rape,4.0,179.0,183.0
3417,Haryana,2009,TVC- Rape,04. Rape,0.0,475.0,475.0
3418,Himachal Pradesh,2009,TVC- Rape,04. Rape,0.0,118.0,118.0
3419,Jammu & Kashmir,2009,TVC- Rape,04. Rape,0.0,206.0,206.0
3420,Jharkhand,2009,TVC- Rape,04. Rape,2.0,720.0,722.0
3421,Karnataka,2009,TVC- Rape,04. Rape,109.0,233.0,342.0
3423,Madhya Pradesh,2009,TVC- Rape,04. Rape,0.0,2278.0,2278.0
3424,Maharashtra,2009,TVC- Rape,04. Rape,1.0,952.0,953.0
3425,Manipur,2009,TVC- Rape,04. Rape,0.0,0.0,0.0
3426,Meghalaya,2009,TVC- Rape,04. Rape,0.0,23.0,23.0
3427,Mizoram,2009,TVC- Rape,04. Rape,54.0,12.0,66.0
3428,Nagaland,2009,TVC- Rape,04. Rape,3.0,8.0,11.0
3429,Odisha,2009,TVC- Rape,04. Rape,0.0,673.0,673.0
3433,Tamil Nadu,2009,TVC- Rape,04. Rape,4.0,402.0,406.0
3434,Tripura,2009,TVC- Rape,04. Rape,2.0,94.0,96.0
3437,West Bengal,2009,TVC- Rape,04. Rape,15.0,846.0,861.0
3438,Andhra Pradesh,2010,TVC- Rape,04. Rape,0.0,1031.0,1031.0
3439,Arunachal Pradesh,2010,TVC- Rape,04. Rape,0.0,6.0,6.0
3440,Assam,2010,TVC- Rape,04. Rape,21.0,505.0,526.0
3442,Chandigarh,2010,TVC- Rape,04. Rape,0.0,31.0,31.0
3443,Chhattisgarh,2010,TVC- Rape,04. Rape,204.0,621.0,825.0
3446,Goa,2010,TVC- Rape,04. Rape,0.0,27.0,27.0
3447,Gujarat,2010,TVC- Rape,04. Rape,7.0,180.0,187.0
3449,Himachal Pradesh,2010,TVC- Rape,04. Rape,0.0,110.0,110.0
3450,Jammu & Kashmir,2010,TVC- Rape,04. Rape,0.0,143.0,143.0
3451,Jharkhand,2010,TVC- Rape,04. Rape,1.0,595.0,596.0
3452,Karnataka,2010,TVC- Rape,04. Rape,4.0,346.0,350.0
3453,Kerala,2010,TVC- Rape,04. Rape,0.0,256.0,256.0
3455,Maharashtra,2010,TVC- Rape,04. Rape,4.0,1044.0,1048.0
3456,Manipur,2010,TVC- Rape,04. Rape,0.0,3.0,3.0
3457,Meghalaya,2010,TVC- Rape,04. Rape,0.0,9.0,9.0
3458,Mizoram,2010,TVC- Rape,04. Rape,11.0,76.0,87.0
3459,Nagaland,2010,TVC- Rape,04. Rape,8.0,11.0,19.0
3460,Odisha,2010,TVC- Rape,04. Rape,0.0,666.0,666.0
3465,Tamil Nadu,2010,TVC- Rape,04. Rape,11.0,421.0,432.0
3469,West Bengal,2010,TVC- Rape,04. Rape,13.0,642.0,655.0
3471,Andhra Pradesh,2001,TVC- Riots,09. Riots,32.0,2182.0,2214.0
3472,Arunachal Pradesh,2001,TVC- Riots,09. Riots,0.0,2.0,2.0
3473,Assam,2001,TVC- Riots,09. Riots,51.0,1412.0,1463.0
3474,Bihar,2001,TVC- Riots,09. Riots,0.0,4879.0,4879.0
3475,Chandigarh,2001,TVC- Riots,09. Riots,0.0,48.0,48.0
3476,Chhattisgarh,2001,TVC- Riots,09. Riots,126.0,118.0,244.0
3478,Delhi,2001,TVC- Riots,09. Riots,9.0,28.0,37.0
3480,Gujarat,2001,TVC- Riots,09. Riots,2.0,910.0,912.0
3481,Haryana,2001,TVC- Riots,09. Riots,27.0,833.0,860.0
3482,Himachal Pradesh,2001,TVC- Riots,09. Riots,0.0,356.0,356.0
3483,Jammu & Kashmir,2001,TVC- Riots,09. Riots,0.0,305.0,305.0
3484,Jharkhand,2001,TVC- Riots,09. Riots,19.0,1500.0,1519.0
3485,Karnataka,2001,TVC- Riots,09. Riots,23.0,5476.0,5499.0
3486,Kerala,2001,TVC- Riots,09. Riots,143.0,3530.0,3673.0
3489,Maharashtra,2001,TVC- Riots,09. Riots,122.0,3098.0,3220.0
3490,Meghalaya,2001,TVC- Riots,09. Riots,0.0,8.0,8.0
3491,Mizoram,2001,TVC- Riots,09. Riots,0.0,2.0,2.0
3492,Nagaland,2001,TVC- Riots,09. Riots,2.0,0.0,2.0
3493,Odisha,2001,TVC- Riots,09. Riots,0.0,1367.0,1367.0
3496,Sikkim,2001,TVC- Riots,09. Riots,4.0,8.0,12.0
3497,Tamil Nadu,2001,TVC- Riots,09. Riots,203.0,3698.0,3901.0
3499,Uttar Pradesh,2001,TVC- Riots,09. Riots,28.0,4317.0,4345.0
3500,Uttarakhand,2001,TVC- Riots,09. Riots,34.0,146.0,180.0
3501,West Bengal,2001,TVC- Riots,09. Riots,1.0,1770.0,1771.0
3502,Andaman & Nicobar Islands,2002,TVC- Riots,09. Riots,0.0,4.0,4.0
3503,Andhra Pradesh,2002,TVC- Riots,09. Riots,0.0,2061.0,2061.0
3505,Assam,2002,TVC- Riots,09. Riots,25.0,1341.0,1366.0
3506,Bihar,2002,TVC- Riots,09. Riots,2.0,4591.0,4593.0
3507,Chandigarh,2002,TVC- Riots,09. Riots,0.0,46.0,46.0
3508,Chhattisgarh,2002,TVC- Riots,09. Riots,406.0,712.0,1118.0
3510,Daman & Diu,2002,TVC- Riots,09. Riots,0.0,11.0,11.0
3511,Delhi,2002,TVC- Riots,09. Riots,0.0,59.0,59.0
3513,Gujarat,2002,TVC- Riots,09. Riots,8.0,818.0,826.0
3514,Haryana,2002,TVC- Riots,09. Riots,4.0,509.0,513.0
3515,Himachal Pradesh,2002,TVC- Riots,09. Riots,7.0,273.0,280.0
3516,Jammu & Kashmir,2002,TVC- Riots,09. Riots,0.0,353.0,353.0
3518,Karnataka,2002,TVC- Riots,09. Riots,0.0,4532.0,4532.0
3519,Kerala,2002,TVC- Riots,09. Riots,44.0,3696.0,3740.0
3520,Lakshadweep,2002,TVC- Riots,09. Riots,0.0,2.0,2.0
3521,Madhya Pradesh,2002,TVC- Riots,09. Riots,186.0,1395.0,1581.0
3522,Maharashtra,2002,TVC- Riots,09. Riots,111.0,3289.0,3400.0
3524,Meghalaya,2002,TVC- Riots,09. Riots,0.0,8.0,8.0
3525,Nagaland,2002,TVC- Riots,09. Riots,0.0,1.0,1.0
3526,Odisha,2002,TVC- Riots,09. Riots,0.0,881.0,881.0
3527,Puducherry,2002,TVC- Riots,09. Riots,118.0,139.0,257.0
3528,Punjab,2002,TVC- Riots,09. Riots,0.0,0.0,0.0
3529,Rajasthan,2002,TVC- Riots,09. Riots,54.0,9223.0,9277.0
3531,Tamil Nadu,2002,TVC- Riots,09. Riots,257.0,4036.0,4293.0
3533,Uttar Pradesh,2002,TVC- Riots,09. Riots,24.0,4235.0,4259.0
3534,Uttarakhand,2002,TVC- Riots,09. Riots,48.0,107.0,155.0
3535,West Bengal,2002,TVC- Riots,09. Riots,0.0,2580.0,2580.0
3536,Andaman & Nicobar Islands,2003,TVC- Riots,09. Riots,0.0,6.0,6.0
3537,Andhra Pradesh,2003,TVC- Riots,09. Riots,0.0,1390.0,1390.0
3538,Arunachal Pradesh,2003,TVC- Riots,09. Riots,0.0,0.0,0.0
3539,Assam,2003,TVC- Riots,09. Riots,14.0,1658.0,1672.0
3540,Bihar,2003,TVC- Riots,09. Riots,0.0,5585.0,5585.0
3541,Chandigarh,2003,TVC- Riots,09. Riots,0.0,29.0,29.0
3542,Chhattisgarh,2003,TVC- Riots,09. Riots,0.0,275.0,275.0
3544,Daman & Diu,2003,TVC- Riots,09. Riots,0.0,6.0,6.0
3547,Gujarat,2003,TVC- Riots,09. Riots,11.0,969.0,980.0
3548,Haryana,2003,TVC- Riots,09. Riots,2.0,570.0,572.0
3549,Himachal Pradesh,2003,TVC- Riots,09. Riots,22.0,276.0,298.0
3550,Jammu & Kashmir,2003,TVC- Riots,09. Riots,0.0,389.0,389.0
3551,Jharkhand,2003,TVC- Riots,09. Riots,0.0,1600.0,1600.0
3552,Karnataka,2003,TVC- Riots,09. Riots,14.0,4470.0,4484.0
3553,Kerala,2003,TVC- Riots,09. Riots,76.0,4006.0,4082.0
3554,Lakshadweep,2003,TVC- Riots,09. Riots,0.0,2.0,2.0
3556,Maharashtra,2003,TVC- Riots,09. Riots,124.0,3360.0,3484.0
3557,Meghalaya,2003,TVC- Riots,09. Riots,0.0,0.0,0.0
3558,Nagaland,2003,TVC- Riots,09. Riots,0.0,0.0,0.0
3559,Odisha,2003,TVC- Riots,09. Riots,0.0,1445.0,1445.0
3560,Puducherry,2003,TVC- Riots,09. Riots,67.0,16.0,83.0
3561,Punjab,2003,TVC- Riots,09. Riots,0.0,9.0,9.0
3562,Rajasthan,2003,TVC- Riots,09. Riots,36.0,5478.0,5514.0
3564,Tamil Nadu,2003,TVC- Riots,09. Riots,395.0,4303.0,4698.0
3566,Uttar Pradesh,2003,TVC- Riots,09. Riots,38.0,2987.0,3025.0
3567,Uttarakhand,2003,TVC- Riots,09. Riots,23.0,158.0,181.0
3568,West Bengal,2003,TVC- Riots,09. Riots,2.0,2773.0,2775.0
3570,Andhra Pradesh,2004,TVC- Riots,09. Riots,0.0,1450.0,1450.0
3571,Arunachal Pradesh,2004,TVC- Riots,09. Riots,0.0,5.0,5.0
3572,Assam,2004,TVC- Riots,09. Riots,56.0,2190.0,2246.0
3573,Bihar,2004,TVC- Riots,09. Riots,0.0,5398.0,5398.0
3574,Chandigarh,2004,TVC- Riots,09. Riots,0.0,52.0,52.0
3575,Chhattisgarh,2004,TVC- Riots,09. Riots,51.0,220.0,271.0
3580,Gujarat,2004,TVC- Riots,09. Riots,2.0,927.0,929.0
3581,Haryana,2004,TVC- Riots,09. Riots,2.0,565.0,567.0
3582,Himachal Pradesh,2004,TVC- Riots,09. Riots,0.0,843.0,843.0
3583,Jammu & Kashmir,2004,TVC- Riots,09. Riots,4.0,523.0,527.0
3585,Karnataka,2004,TVC- Riots,09. Riots,14.0,4754.0,4768.0
3586,Kerala,2004,TVC- Riots,09. Riots,70.0,4556.0,4626.0
3588,Maharashtra,2004,TVC- Riots,09. Riots,32.0,2754.0,2786.0
3589,Manipur,2004,TVC- Riots,09. Riots,0.0,0.0,0.0
3590,Meghalaya,2004,TVC- Riots,09. Riots,0.0,0.0,0.0
3591,Mizoram,2004,TVC- Riots,09. Riots,0.0,0.0,0.0
3592,Nagaland,2004,TVC- Riots,09. Riots,1.0,15.0,16.0
3593,Odisha,2004,TVC- Riots,09. Riots,0.0,1334.0,1334.0
3595,Punjab,2004,TVC- Riots,09. Riots,0.0,0.0,0.0
3596,Rajasthan,2004,TVC- Riots,09. Riots,32.0,4476.0,4508.0
3598,Tamil Nadu,2004,TVC- Riots,09. Riots,68.0,3975.0,4043.0
3600,Uttar Pradesh,2004,TVC- Riots,09. Riots,17.0,2564.0,2581.0
3602,West Bengal,2004,TVC- Riots,09. Riots,1.0,1312.0,1313.0
3604,Andhra Pradesh,2005,TVC- Riots,09. Riots,0.0,1350.0,1350.0
3605,Arunachal Pradesh,2005,TVC- Riots,09. Riots,0.0,3.0,3.0
3606,Assam,2005,TVC- Riots,09. Riots,18.0,1635.0,1653.0
3607,Bihar,2005,TVC- Riots,09. Riots,0.0,5305.0,5305.0
3608,Chandigarh,2005,TVC- Riots,09. Riots,0.0,21.0,21.0
3609,Chhattisgarh,2005,TVC- Riots,09. Riots,78.0,188.0,266.0
3614,Gujarat,2005,TVC- Riots,09. Riots,13.0,743.0,756.0
3615,Haryana,2005,TVC- Riots,09. Riots,0.0,771.0,771.0
3616,Himachal Pradesh,2005,TVC- Riots,09. Riots,0.0,387.0,387.0
3617,Jammu & Kashmir,2005,TVC- Riots,09. Riots,0.0,572.0,572.0
3618,Jharkhand,2005,TVC- Riots,09. Riots,42.0,1567.0,1609.0
3619,Karnataka,2005,TVC- Riots,09. Riots,2.0,5057.0,5059.0
3622,Maharashtra,2005,TVC- Riots,09. Riots,18.0,3021.0,3039.0
3623,Manipur,2005,TVC- Riots,09. Riots,0.0,0.0,0.0
3624,Meghalaya,2005,TVC- Riots,09. Riots,0.0,7.0,7.0
3625,Mizoram,2005,TVC- Riots,09. Riots,1.0,3.0,4.0
3626,Nagaland,2005,TVC- Riots,09. Riots,0.0,4.0,4.0
3627,Odisha,2005,TVC- Riots,09. Riots,0.0,944.0,944.0
3629,Punjab,2005,TVC- Riots,09. Riots,0.0,0.0,0.0
3630,Rajasthan,2005,TVC- Riots,09. Riots,28.0,4166.0,4194.0
3632,Tamil Nadu,2005,TVC- Riots,09. Riots,88.0,3679.0,3767.0
3634,Uttar Pradesh,2005,TVC- Riots,09. Riots,0.0,2904.0,2904.0
3636,West Bengal,2005,TVC- Riots,09. Riots,2.0,1408.0,1410.0
3638,Andhra Pradesh,2006,TVC- Riots,09. Riots,0.0,1566.0,1566.0
3639,Arunachal Pradesh,2006,TVC- Riots,09. Riots,0.0,8.0,8.0
3640,Assam,2006,TVC- Riots,09. Riots,24.0,1699.0,1723.0
3641,Bihar,2006,TVC- Riots,09. Riots,161.0,5256.0,5417.0
3642,Chandigarh,2006,TVC- Riots,09. Riots,0.0,36.0,36.0
3643,Chhattisgarh,2006,TVC- Riots,09. Riots,112.0,162.0,274.0
3644,Dadra & Nagar Haveli,2006,TVC- Riots,09. Riots,0.0,19.0,19.0
3645,Daman & Diu,2006,TVC- Riots,09. Riots,0.0,12.0,12.0
3648,Gujarat,2006,TVC- Riots,09. Riots,24.0,972.0,996.0
3650,Himachal Pradesh,2006,TVC- Riots,09. Riots,0.0,279.0,279.0
3651,Jammu & Kashmir,2006,TVC- Riots,09. Riots,0.0,642.0,642.0
3652,Jharkhand,2006,TVC- Riots,09. Riots,2.0,1893.0,1895.0
3653,Karnataka,2006,TVC- Riots,09. Riots,2.0,4830.0,4832.0
3655,Lakshadweep,2006,TVC- Riots,09. Riots,0.0,0.0,0.0
3657,Maharashtra,2006,TVC- Riots,09. Riots,8.0,3273.0,3281.0
3658,Manipur,2006,TVC- Riots,09. Riots,0.0,0.0,0.0
3659,Meghalaya,2006,TVC- Riots,09. Riots,0.0,3.0,3.0
3660,Mizoram,2006,TVC- Riots,09. Riots,0.0,21.0,21.0
3661,Nagaland,2006,TVC- Riots,09. Riots,0.0,0.0,0.0
3662,Odisha,2006,TVC- Riots,09. Riots,0.0,847.0,847.0
3664,Rajasthan,2006,TVC- Riots,09. Riots,5.0,4661.0,4666.0
3666,Tamil Nadu,2006,TVC- Riots,09. Riots,3.0,2491.0,2494.0
3668,Uttar Pradesh,2006,TVC- Riots,09. Riots,0.0,2935.0,2935.0
3670,West Bengal,2006,TVC- Riots,09. Riots,0.0,2798.0,2798.0
3672,Andhra Pradesh,2007,TVC- Riots,09. Riots,0.0,1219.0,1219.0
3673,Arunachal Pradesh,2007,TVC- Riots,09. Riots,0.0,2.0,2.0
3674,Assam,2007,TVC- Riots,09. Riots,31.0,1547.0,1578.0
3675,Bihar,2007,TVC- Riots,09. Riots,0.0,7067.0,7067.0
3676,Chandigarh,2007,TVC- Riots,09. Riots,0.0,41.0,41.0
3677,Chhattisgarh,2007,TVC- Riots,09. Riots,193.0,275.0,468.0
3682,Gujarat,2007,TVC- Riots,09. Riots,24.0,863.0,887.0
3683,Haryana,2007,TVC- Riots,09. Riots,0.0,564.0,564.0
3684,Himachal Pradesh,2007,TVC- Riots,09. Riots,0.0,315.0,315.0
3685,Jammu & Kashmir,2007,TVC- Riots,09. Riots,0.0,435.0,435.0
3687,Karnataka,2007,TVC- Riots,09. Riots,24.0,4149.0,4173.0
3689,Madhya Pradesh,2007,TVC- Riots,09. Riots,0.0,1581.0,1581.0
3690,Maharashtra,2007,TVC- Riots,09. Riots,13.0,3355.0,3368.0
3691,Manipur,2007,TVC- Riots,09. Riots,0.0,3.0,3.0
3692,Meghalaya,2007,TVC- Riots,09. Riots,0.0,4.0,4.0
3693,Mizoram,2007,TVC- Riots,09. Riots,0.0,8.0,8.0
3694,Nagaland,2007,TVC- Riots,09. Riots,0.0,1.0,1.0
3695,Odisha,2007,TVC- Riots,09. Riots,0.0,726.0,726.0
3699,Tamil Nadu,2007,TVC- Riots,09. Riots,5.0,1737.0,1742.0
3703,West Bengal,2007,TVC- Riots,09. Riots,0.0,1982.0,1982.0
3705,Andhra Pradesh,2008,TVC- Riots,09. Riots,0.0,1200.0,1200.0
3706,Arunachal Pradesh,2008,TVC- Riots,09. Riots,0.0,1.0,1.0
3707,Assam,2008,TVC- Riots,09. Riots,27.0,1227.0,1254.0
3708,Bihar,2008,TVC- Riots,09. Riots,0.0,5070.0,5070.0
3710,Chhattisgarh,2008,TVC- Riots,09. Riots,154.0,349.0,503.0
3715,Gujarat,2008,TVC- Riots,09. Riots,30.0,970.0,1000.0
3716,Haryana,2008,TVC- Riots,09. Riots,0.0,668.0,668.0
3717,Himachal Pradesh,2008,TVC- Riots,09. Riots,0.0,354.0,354.0
3718,Jammu & Kashmir,2008,TVC- Riots,09. Riots,2.0,296.0,298.0
3719,Jharkhand,2008,TVC- Riots,09. Riots,71.0,2167.0,2238.0
3720,Karnataka,2008,TVC- Riots,09. Riots,117.0,4417.0,4534.0
3721,Kerala,2008,TVC- Riots,09. Riots,8.0,5098.0,5106.0
3723,Maharashtra,2008,TVC- Riots,09. Riots,9.0,5282.0,5291.0
3724,Manipur,2008,TVC- Riots,09. Riots,0.0,2.0,2.0
3725,Meghalaya,2008,TVC- Riots,09. Riots,0.0,2.0,2.0
3726,Mizoram,2008,TVC- Riots,09. Riots,0.0,2.0,2.0
3727,Nagaland,2008,TVC- Riots,09. Riots,0.0,2.0,2.0
3728,Odisha,2008,TVC- Riots,09. Riots,0.0,873.0,873.0
3730,Rajasthan,2008,TVC- Riots,09. Riots,1.0,3000.0,3001.0
3731,Sikkim,2008,TVC- Riots,09. Riots,5.0,1.0,6.0
3732,Tamil Nadu,2008,TVC- Riots,09. Riots,18.0,1836.0,1854.0
3736,West Bengal,2008,TVC- Riots,09. Riots,0.0,2800.0,2800.0
3738,Andhra Pradesh,2009,TVC- Riots,09. Riots,0.0,1352.0,1352.0
3739,Arunachal Pradesh,2009,TVC- Riots,09. Riots,0.0,0.0,0.0
3740,Assam,2009,TVC- Riots,09. Riots,31.0,913.0,944.0
3741,Bihar,2009,TVC- Riots,09. Riots,0.0,4725.0,4725.0
3742,Chandigarh,2009,TVC- Riots,09. Riots,0.0,45.0,45.0
3743,Chhattisgarh,2009,TVC- Riots,09. Riots,117.0,274.0,391.0
3748,Gujarat,2009,TVC- Riots,09. Riots,31.0,877.0,908.0
3749,Haryana,2009,TVC- Riots,09. Riots,0.0,724.0,724.0
3750,Himachal Pradesh,2009,TVC- Riots,09. Riots,0.0,364.0,364.0
3751,Jammu & Kashmir,2009,TVC- Riots,09. Riots,0.0,481.0,481.0
3752,Jharkhand,2009,TVC- Riots,09. Riots,0.0,2650.0,2650.0
3753,Karnataka,2009,TVC- Riots,09. Riots,171.0,3256.0,3427.0
3754,Kerala,2009,TVC- Riots,09. Riots,11.0,4623.0,4634.0
3756,Madhya Pradesh,2009,TVC- Riots,09. Riots,0.0,2017.0,2017.0
3757,Maharashtra,2009,TVC- Riots,09. Riots,5.0,3948.0,3953.0
3758,Manipur,2009,TVC- Riots,09. Riots,0.0,0.0,0.0
3759,Meghalaya,2009,TVC- Riots,09. Riots,0.0,2.0,2.0
3761,Nagaland,2009,TVC- Riots,09. Riots,1.0,2.0,3.0
3762,Odisha,2009,TVC- Riots,09. Riots,0.0,951.0,951.0
3766,Tamil Nadu,2009,TVC- Riots,09. Riots,9.0,1811.0,1820.0
3767,Tripura,2009,TVC- Riots,09. Riots,9.0,59.0,68.0
3770,West Bengal,2009,TVC- Riots,09. Riots,2.0,1959.0,1961.0
3772,Andhra Pradesh,2010,TVC- Riots,09. Riots,0.0,1706.0,1706.0
3773,Arunachal Pradesh,2010,TVC- Riots,09. Riots,0.0,6.0,6.0
3774,Assam,2010,TVC- Riots,09. Riots,59.0,942.0,1001.0
3776,Chandigarh,2010,TVC- Riots,09. Riots,0.0,68.0,68.0
3777,Chhattisgarh,2010,TVC- Riots,09. Riots,266.0,680.0,946.0
3779,Daman & Diu,2010,TVC- Riots,09. Riots,0.0,16.0,16.0
3781,Goa,2010,TVC- Riots,09. Riots,0.0,50.0,50.0
3782,Gujarat,2010,TVC- Riots,09. Riots,60.0,798.0,858.0
3784,Himachal Pradesh,2010,TVC- Riots,09. Riots,0.0,275.0,275.0
3785,Jammu & Kashmir,2010,TVC- Riots,09. Riots,4.0,500.0,504.0
3786,Jharkhand,2010,TVC- Riots,09. Riots,2.0,2290.0,2292.0
3787,Karnataka,2010,TVC- Riots,09. Riots,64.0,4018.0,4082.0
